train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=DB15K | seed=0 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=legacy | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=False | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.3 | simulate_native_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Injected text missingness summary:
  requested_additional_missing_rate: 30.0000%
  applied_additional_missing_rate: 30.0031%
  available_text_before_injection: 12842
  additionally_masked_text_entities: 3853
Embedding missingness summary:
  num_entities: 12842
  missing_text_count: 3853 (30.0031%)
  missing_image_count: 0 (0.0000%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=39 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=legacy | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 445.710138, DiffHEG loss 266.315631:   0%|          | 0/400 [00:38<?, ?it/s]
Epoch 0 | KGC loss: 445.710138, DiffHEG loss 266.315631:   0%|          | 1/400 [00:38<4:15:58, 38.49s/it]
Epoch 1 | KGC loss: 30.805161, DiffHEG loss 187.148598:   0%|          | 1/400 [01:16<4:15:58, 38.49s/it] 
Epoch 1 | KGC loss: 30.805161, DiffHEG loss 187.148598:   0%|          | 2/400 [01:16<4:14:10, 38.32s/it]
Epoch 2 | KGC loss: 20.375070, DiffHEG loss 186.790977:   0%|          | 2/400 [01:55<4:14:10, 38.32s/it]
Epoch 2 | KGC loss: 20.375070, DiffHEG loss 186.790977:   1%|          | 3/400 [01:55<4:13:33, 38.32s/it]
Epoch 3 | KGC loss: 16.510373, DiffHEG loss 187.031112:   1%|          | 3/400 [02:33<4:13:33, 38.32s/it]
Epoch 3 | KGC loss: 16.510373, DiffHEG loss 187.031112:   1%|          | 4/400 [02:33<4:12:41, 38.29s/it]
Epoch 4 | KGC loss: 14.673740, DiffHEG loss 186.843509:   1%|          | 4/400 [03:11<4:12:41, 38.29s/it]
Epoch 4 | KGC loss: 14.673740, DiffHEG loss 186.843509:   1%|▏         | 5/400 [03:11<4:11:52, 38.26s/it]
Epoch 5 | KGC loss: 13.893779, DiffHEG loss 186.825512:   1%|▏         | 5/400 [03:49<4:11:52, 38.26s/it]
Epoch 5 | KGC loss: 13.893779, DiffHEG loss 186.825512:   2%|▏         | 6/400 [03:49<4:11:06, 38.24s/it]
Epoch 6 | KGC loss: 13.346679, DiffHEG loss 186.922877:   2%|▏         | 6/400 [04:27<4:11:06, 38.24s/it]
Epoch 6 | KGC loss: 13.346679, DiffHEG loss 186.922877:   2%|▏         | 7/400 [04:27<4:10:26, 38.23s/it]
Epoch 41 | KGC loss: 13.718766, DiffHEG loss 186.714798:  10%|█         | 41/400 [26:47<3:48:41, 38.22s/it]
Epoch 41 | KGC loss: 13.718766, DiffHEG loss 186.714798:  10%|█         | 42/400 [26:47<3:48:01, 38.22s/it]
Epoch 42 | KGC loss: 13.617150, DiffHEG loss 186.732275:  10%|█         | 42/400 [27:25<3:48:01, 38.22s/it]
Epoch 42 | KGC loss: 13.617150, DiffHEG loss 186.732275:  11%|█         | 43/400 [27:25<3:47:22, 38.21s/it]
Epoch 43 | KGC loss: 13.727619, DiffHEG loss 186.727368:  11%|█         | 43/400 [28:03<3:47:22, 38.21s/it]
Epoch 43 | KGC loss: 13.727619, DiffHEG loss 186.727368:  11%|█         | 44/400 [28:03<3:46:43, 38.21s/it]
Epoch 44 | KGC loss: 13.636368, DiffHEG loss 186.705710:  11%|█         | 44/400 [28:41<3:46:43, 38.21s/it]
Epoch 44 | KGC loss: 13.636368, DiffHEG loss 186.705710:  11%|█▏        | 45/400 [28:41<3:46:05, 38.21s/it]
Epoch 45 | KGC loss: 13.599038, DiffHEG loss 186.731930:  11%|█▏        | 45/400 [29:20<3:46:05, 38.21s/it]
Epoch 45 | KGC loss: 13.599038, DiffHEG loss 186.731930:  12%|█▏        | 46/400 [29:20<3:45:26, 38.21s/it]
Epoch 46 | KGC loss: 13.506244, DiffHEG loss 186.717501:  12%|█▏        | 46/400 [29:58<3:45:26, 38.21s/it]
Epoch 46 | KGC loss: 13.506244, DiffHEG loss 186.717501:  12%|█▏        | 47/400 [29:58<3:44:48, 38.21s/it]
Epoch 47 | KGC loss: 13.559780, DiffHEG loss 186.714447:  12%|█▏        | 47/400 [30:36<3:44:48, 38.21s/it]
Epoch 47 | KGC loss: 13.559780, DiffHEG loss 186.714447:  12%|█▏        | 48/400 [30:36<3:44:09, 38.21s/it]
Epoch 48 | KGC loss: 13.509334, DiffHEG loss 186.722842:  12%|█▏        | 48/400 [31:14<3:44:09, 38.21s/it]
Epoch 48 | KGC loss: 13.509334, DiffHEG loss 186.722842:  12%|█▏        | 49/400 [31:14<3:43:32, 38.21s/it]
Epoch 49 | KGC loss: 13.540242, DiffHEG loss 186.711064:  12%|█▏        | 49/400 [31:52<3:43:32, 38.21s/it]
Epoch 49 | KGC loss: 13.540242, DiffHEG loss 186.711064:  12%|█▎        | 50/400 [31:52<3:42:54, 38.21s/it]
Epoch 50 | KGC loss: 13.436075, DiffHEG loss 186.711007:  12%|█▎        | 50/400 [32:31<3:42:54, 38.21s/it]
Epoch 50 | KGC loss: 13.436075, DiffHEG loss 186.711007:  13%|█▎        | 51/400 [32:31<3:42:14, 38.21s/it]
Epoch 51 | KGC loss: 13.512706, DiffHEG loss 186.715756:  13%|█▎        | 51/400 [33:09<3:42:14, 38.21s/it]
Epoch 51 | KGC loss: 13.512706, DiffHEG loss 186.715756:  13%|█▎        | 52/400 [33:09<3:41:38, 38.21s/it]
Epoch 52 | KGC loss: 13.502669, DiffHEG loss 186.709180:  13%|█▎        | 52/400 [33:47<3:41:38, 38.21s/it]
Epoch 52 | KGC loss: 13.502669, DiffHEG loss 186.709180:  13%|█▎        | 53/400 [33:47<3:41:03, 38.22s/it]
Epoch 53 | KGC loss: 13.391082, DiffHEG loss 186.703989:  13%|█▎        | 53/400 [34:25<3:41:03, 38.22s/it]
Epoch 53 | KGC loss: 13.391082, DiffHEG loss 186.703989:  14%|█▎        | 54/400 [34:25<3:40:23, 38.22s/it]
Epoch 54 | KGC loss: 13.301919, DiffHEG loss 186.715375:  14%|█▎        | 54/400 [35:04<3:40:23, 38.22s/it]
Epoch 54 | KGC loss: 13.301919, DiffHEG loss 186.715375:  14%|█▍        | 55/400 [35:04<3:39:44, 38.22s/it]
Epoch 55 | KGC loss: 13.464554, DiffHEG loss 186.709127:  14%|█▍        | 55/400 [35:42<3:39:44, 38.22s/it]
Epoch 55 | KGC loss: 13.464554, DiffHEG loss 186.709127:  14%|█▍        | 56/400 [35:42<3:39:05, 38.21s/it]
Epoch 56 | KGC loss: 13.359250, DiffHEG loss 186.699862:  14%|█▍        | 56/400 [36:20<3:39:05, 38.21s/it]
Epoch 56 | KGC loss: 13.359250, DiffHEG loss 186.699862:  14%|█▍        | 57/400 [36:20<3:38:27, 38.21s/it]
Epoch 57 | KGC loss: 13.314653, DiffHEG loss 186.702615:  14%|█▍        | 57/400 [36:58<3:38:27, 38.21s/it]
Epoch 57 | KGC loss: 13.314653, DiffHEG loss 186.702615:  14%|█▍        | 58/400 [36:58<3:37:47, 38.21s/it]
Epoch 58 | KGC loss: 13.212704, DiffHEG loss 186.711302:  14%|█▍        | 58/400 [37:36<3:37:47, 38.21s/it]
Epoch 58 | KGC loss: 13.212704, DiffHEG loss 186.711302:  15%|█▍        | 59/400 [37:36<3:37:09, 38.21s/it]
Epoch 59 | KGC loss: 13.281907, DiffHEG loss 186.714231:  15%|█▍        | 59/400 [38:15<3:37:09, 38.21s/it]
Epoch 59 | KGC loss: 13.281907, DiffHEG loss 186.714231:  15%|█▌        | 60/400 [38:15<3:36:31, 38.21s/it]
Epoch 60 | KGC loss: 13.088179, DiffHEG loss 186.716446:  15%|█▌        | 60/400 [38:53<3:36:31, 38.21s/it]
Epoch 60 | KGC loss: 13.088179, DiffHEG loss 186.716446:  15%|█▌        | 61/400 [38:53<3:35:53, 38.21s/it]
Epoch 61 | KGC loss: 13.161104, DiffHEG loss 186.716489:  15%|█▌        | 61/400 [39:31<3:35:53, 38.21s/it]
Epoch 61 | KGC loss: 13.161104, DiffHEG loss 186.716489:  16%|█▌        | 62/400 [39:31<3:35:15, 38.21s/it]
Epoch 62 | KGC loss: 13.019968, DiffHEG loss 186.706745:  16%|█▌        | 62/400 [40:09<3:35:15, 38.21s/it]
Epoch 62 | KGC loss: 13.019968, DiffHEG loss 186.706745:  16%|█▌        | 63/400 [40:09<3:34:37, 38.21s/it]
Epoch 63 | KGC loss: 13.117534, DiffHEG loss 186.703826:  16%|█▌        | 63/400 [40:47<3:34:37, 38.21s/it]
Epoch 63 | KGC loss: 13.117534, DiffHEG loss 186.703826:  16%|█▌        | 64/400 [40:47<3:33:57, 38.21s/it]
Epoch 64 | KGC loss: 13.032467, DiffHEG loss 186.708213:  16%|█▌        | 64/400 [41:26<3:33:57, 38.21s/it]
Epoch 64 | KGC loss: 13.032467, DiffHEG loss 186.708213:  16%|█▋        | 65/400 [41:26<3:33:19, 38.21s/it]
Epoch 65 | KGC loss: 13.070858, DiffHEG loss 186.710342:  16%|█▋        | 65/400 [42:04<3:33:19, 38.21s/it]
Epoch 65 | KGC loss: 13.070858, DiffHEG loss 186.710342:  16%|█▋        | 66/400 [42:04<3:32:41, 38.21s/it]
Epoch 66 | KGC loss: 12.959807, DiffHEG loss 186.713219:  16%|█▋        | 66/400 [42:42<3:32:41, 38.21s/it]
Epoch 66 | KGC loss: 12.959807, DiffHEG loss 186.713219:  17%|█▋        | 67/400 [42:42<3:32:03, 38.21s/it]
