train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=DB15K | seed=0 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=legacy | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=False | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.1 | simulate_native_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Injected text missingness summary:
  requested_additional_missing_rate: 10.0000%
  applied_additional_missing_rate: 9.9984%
  available_text_before_injection: 12842
  additionally_masked_text_entities: 1284
Embedding missingness summary:
  num_entities: 12842
  missing_text_count: 1284 (9.9984%)
  missing_image_count: 0 (0.0000%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=39 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=legacy | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 523.815854, DiffHEG loss 268.545849:   0%|          | 0/400 [00:37<?, ?it/s]
Epoch 0 | KGC loss: 523.815854, DiffHEG loss 268.545849:   0%|          | 1/400 [00:37<4:12:29, 37.97s/it]
Epoch 1 | KGC loss: 25.645028, DiffHEG loss 187.841392:   0%|          | 1/400 [01:15<4:12:29, 37.97s/it] 
Epoch 1 | KGC loss: 25.645028, DiffHEG loss 187.841392:   0%|          | 2/400 [01:15<4:11:44, 37.95s/it]
Epoch 2 | KGC loss: 18.656770, DiffHEG loss 186.860391:   0%|          | 2/400 [01:53<4:11:44, 37.95s/it]
Epoch 2 | KGC loss: 18.656770, DiffHEG loss 186.860391:   1%|          | 3/400 [01:53<4:11:28, 38.01s/it]
Epoch 3 | KGC loss: 16.238337, DiffHEG loss 186.799427:   1%|          | 3/400 [02:32<4:11:28, 38.01s/it]
Epoch 3 | KGC loss: 16.238337, DiffHEG loss 186.799427:   1%|          | 4/400 [02:32<4:11:22, 38.09s/it]
Epoch 4 | KGC loss: 14.795549, DiffHEG loss 186.810585:   1%|          | 4/400 [03:10<4:11:22, 38.09s/it]
Epoch 4 | KGC loss: 14.795549, DiffHEG loss 186.810585:   1%|▏         | 5/400 [03:10<4:11:01, 38.13s/it]
Epoch 5 | KGC loss: 14.233018, DiffHEG loss 186.839290:   1%|▏         | 5/400 [03:48<4:11:01, 38.13s/it]
Epoch 5 | KGC loss: 14.233018, DiffHEG loss 186.839290:   2%|▏         | 6/400 [03:48<4:10:33, 38.16s/it]
Epoch 6 | KGC loss: 13.776658, DiffHEG loss 186.898071:   2%|▏         | 6/400 [04:26<4:10:33, 38.16s/it]
Epoch 6 | KGC loss: 13.776658, DiffHEG loss 186.898071:   2%|▏         | 7/400 [04:26<4:10:02, 38.17s/it]
Epoch 29 | KGC loss: 14.141333, DiffHEG loss 186.839779:   8%|▊         | 30/400 [19:05<3:55:36, 38.21s/it]
Epoch 30 | KGC loss: 14.062754, DiffHEG loss 186.793865:   8%|▊         | 30/400 [19:43<3:55:36, 38.21s/it]
Epoch 30 | KGC loss: 14.062754, DiffHEG loss 186.793865:   8%|▊         | 31/400 [19:43<3:54:59, 38.21s/it]
Epoch 31 | KGC loss: 14.159348, DiffHEG loss 186.763503:   8%|▊         | 31/400 [20:22<3:54:59, 38.21s/it]
Epoch 31 | KGC loss: 14.159348, DiffHEG loss 186.763503:   8%|▊         | 32/400 [20:22<3:54:20, 38.21s/it]
Epoch 32 | KGC loss: 14.155583, DiffHEG loss 186.775964:   8%|▊         | 32/400 [21:00<3:54:20, 38.21s/it]
Epoch 32 | KGC loss: 14.155583, DiffHEG loss 186.775964:   8%|▊         | 33/400 [21:00<3:53:42, 38.21s/it]
Epoch 33 | KGC loss: 14.179389, DiffHEG loss 186.751939:   8%|▊         | 33/400 [21:38<3:53:42, 38.21s/it]
Epoch 33 | KGC loss: 14.179389, DiffHEG loss 186.751939:   8%|▊         | 34/400 [21:38<3:53:03, 38.21s/it]
Epoch 34 | KGC loss: 14.116474, DiffHEG loss 186.751721:   8%|▊         | 34/400 [22:16<3:53:03, 38.21s/it]
Epoch 34 | KGC loss: 14.116474, DiffHEG loss 186.751721:   9%|▉         | 35/400 [22:16<3:52:26, 38.21s/it]
Epoch 35 | KGC loss: 14.271922, DiffHEG loss 186.741205:   9%|▉         | 35/400 [22:54<3:52:26, 38.21s/it]
Epoch 35 | KGC loss: 14.271922, DiffHEG loss 186.741205:   9%|▉         | 36/400 [22:54<3:51:47, 38.21s/it]
Epoch 36 | KGC loss: 14.142493, DiffHEG loss 186.726531:   9%|▉         | 36/400 [23:33<3:51:47, 38.21s/it]
Epoch 36 | KGC loss: 14.142493, DiffHEG loss 186.726531:   9%|▉         | 37/400 [23:33<3:51:09, 38.21s/it]
Epoch 37 | KGC loss: 14.198682, DiffHEG loss 186.706041:   9%|▉         | 37/400 [24:11<3:51:09, 38.21s/it]
Epoch 37 | KGC loss: 14.198682, DiffHEG loss 186.706041:  10%|▉         | 38/400 [24:11<3:50:31, 38.21s/it]
Epoch 38 | KGC loss: 14.077758, DiffHEG loss 186.707273:  10%|▉         | 38/400 [24:49<3:50:31, 38.21s/it]
Epoch 38 | KGC loss: 14.077758, DiffHEG loss 186.707273:  10%|▉         | 39/400 [24:49<3:49:53, 38.21s/it]
Epoch 39 | KGC loss: 14.174744, DiffHEG loss 186.710616:  10%|▉         | 39/400 [25:27<3:49:53, 38.21s/it]
Epoch 39 | KGC loss: 14.174744, DiffHEG loss 186.710616:  10%|█         | 40/400 [25:27<3:49:14, 38.21s/it]
Epoch 40 | KGC loss: 14.089855, DiffHEG loss 186.716504:  10%|█         | 40/400 [26:05<3:49:14, 38.21s/it]
Epoch 40 | KGC loss: 14.089855, DiffHEG loss 186.716504:  10%|█         | 41/400 [26:05<3:48:36, 38.21s/it]
Epoch 41 | KGC loss: 14.178967, DiffHEG loss 186.700177:  10%|█         | 41/400 [26:44<3:48:36, 38.21s/it]
Epoch 41 | KGC loss: 14.178967, DiffHEG loss 186.700177:  10%|█         | 42/400 [26:44<3:47:58, 38.21s/it]
Epoch 42 | KGC loss: 14.158066, DiffHEG loss 186.717729:  10%|█         | 42/400 [27:22<3:47:58, 38.21s/it]
Epoch 42 | KGC loss: 14.158066, DiffHEG loss 186.717729:  11%|█         | 43/400 [27:22<3:47:20, 38.21s/it]
Epoch 43 | KGC loss: 14.285740, DiffHEG loss 186.709381:  11%|█         | 43/400 [28:00<3:47:20, 38.21s/it]
Epoch 43 | KGC loss: 14.285740, DiffHEG loss 186.709381:  11%|█         | 44/400 [28:00<3:46:41, 38.21s/it]
Epoch 44 | KGC loss: 14.173588, DiffHEG loss 186.688305:  11%|█         | 44/400 [28:38<3:46:41, 38.21s/it]
Epoch 44 | KGC loss: 14.173588, DiffHEG loss 186.688305:  11%|█▏        | 45/400 [28:38<3:46:03, 38.21s/it]
Epoch 45 | KGC loss: 14.154623, DiffHEG loss 186.713603:  11%|█▏        | 45/400 [29:16<3:46:03, 38.21s/it]
Epoch 45 | KGC loss: 14.154623, DiffHEG loss 186.713603:  12%|█▏        | 46/400 [29:16<3:45:25, 38.21s/it]
Epoch 46 | KGC loss: 14.096115, DiffHEG loss 186.698088:  12%|█▏        | 46/400 [29:55<3:45:25, 38.21s/it]
Epoch 46 | KGC loss: 14.096115, DiffHEG loss 186.698088:  12%|█▏        | 47/400 [29:55<3:44:47, 38.21s/it]
Epoch 47 | KGC loss: 14.194605, DiffHEG loss 186.694267:  12%|█▏        | 47/400 [30:33<3:44:47, 38.21s/it]
Epoch 47 | KGC loss: 14.194605, DiffHEG loss 186.694267:  12%|█▏        | 48/400 [30:33<3:44:08, 38.21s/it]
Epoch 48 | KGC loss: 14.140034, DiffHEG loss 186.701079:  12%|█▏        | 48/400 [31:11<3:44:08, 38.21s/it]
Epoch 48 | KGC loss: 14.140034, DiffHEG loss 186.701079:  12%|█▏        | 49/400 [31:11<3:43:31, 38.21s/it]
Epoch 49 | KGC loss: 14.185523, DiffHEG loss 186.687790:  12%|█▏        | 49/400 [31:49<3:43:31, 38.21s/it]
Epoch 49 | KGC loss: 14.185523, DiffHEG loss 186.687790:  12%|█▎        | 50/400 [31:49<3:42:52, 38.21s/it]
Epoch 50 | KGC loss: 14.136469, DiffHEG loss 186.687423:  12%|█▎        | 50/400 [32:27<3:42:52, 38.21s/it]
Epoch 50 | KGC loss: 14.136469, DiffHEG loss 186.687423:  13%|█▎        | 51/400 [32:27<3:42:14, 38.21s/it]
Epoch 51 | KGC loss: 14.215331, DiffHEG loss 186.690320:  13%|█▎        | 51/400 [33:06<3:42:14, 38.21s/it]
Epoch 51 | KGC loss: 14.215331, DiffHEG loss 186.690320:  13%|█▎        | 52/400 [33:06<3:41:36, 38.21s/it]
Epoch 52 | KGC loss: 14.237227, DiffHEG loss 186.681756:  13%|█▎        | 52/400 [33:44<3:41:36, 38.21s/it]
Epoch 52 | KGC loss: 14.237227, DiffHEG loss 186.681756:  13%|█▎        | 53/400 [33:44<3:40:58, 38.21s/it]
Epoch 53 | KGC loss: 14.214159, DiffHEG loss 186.676208:  13%|█▎        | 53/400 [34:22<3:40:58, 38.21s/it]
Epoch 53 | KGC loss: 14.214159, DiffHEG loss 186.676208:  14%|█▎        | 54/400 [34:22<3:40:20, 38.21s/it]
Epoch 54 | KGC loss: 14.149351, DiffHEG loss 186.683981:  14%|█▎        | 54/400 [35:00<3:40:20, 38.21s/it]
Epoch 54 | KGC loss: 14.149351, DiffHEG loss 186.683981:  14%|█▍        | 55/400 [35:00<3:39:41, 38.21s/it]
Epoch 55 | KGC loss: 14.356388, DiffHEG loss 186.672178:  14%|█▍        | 55/400 [35:39<3:39:41, 38.21s/it]
Epoch 55 | KGC loss: 14.356388, DiffHEG loss 186.672178:  14%|█▍        | 56/400 [35:39<3:39:03, 38.21s/it]
Epoch 56 | KGC loss: 14.227292, DiffHEG loss 186.658810:  14%|█▍        | 56/400 [36:17<3:39:03, 38.21s/it]
Epoch 56 | KGC loss: 14.227292, DiffHEG loss 186.658810:  14%|█▍        | 57/400 [36:17<3:38:25, 38.21s/it]
Epoch 57 | KGC loss: 14.202421, DiffHEG loss 186.665191:  14%|█▍        | 57/400 [36:55<3:38:25, 38.21s/it]
Epoch 57 | KGC loss: 14.202421, DiffHEG loss 186.665191:  14%|█▍        | 58/400 [36:55<3:37:47, 38.21s/it]
Epoch 58 | KGC loss: 14.188642, DiffHEG loss 186.637117:  14%|█▍        | 58/400 [37:33<3:37:47, 38.21s/it]
Epoch 58 | KGC loss: 14.188642, DiffHEG loss 186.637117:  15%|█▍        | 59/400 [37:33<3:37:08, 38.21s/it]
Epoch 59 | KGC loss: 14.254491, DiffHEG loss 186.784495:  15%|█▍        | 59/400 [38:11<3:37:08, 38.21s/it]
Epoch 59 | KGC loss: 14.254491, DiffHEG loss 186.784495:  15%|█▌        | 60/400 [38:11<3:36:31, 38.21s/it]
Epoch 60 | KGC loss: 14.134715, DiffHEG loss 186.690799:  15%|█▌        | 60/400 [38:50<3:36:31, 38.21s/it]
Epoch 60 | KGC loss: 14.134715, DiffHEG loss 186.690799:  15%|█▌        | 61/400 [38:50<3:35:52, 38.21s/it]
Epoch 61 | KGC loss: 14.243900, DiffHEG loss 186.676851:  15%|█▌        | 61/400 [39:28<3:35:52, 38.21s/it]
Epoch 61 | KGC loss: 14.243900, DiffHEG loss 186.676851:  16%|█▌        | 62/400 [39:28<3:35:14, 38.21s/it]
Epoch 62 | KGC loss: 14.113748, DiffHEG loss 186.651849:  16%|█▌        | 62/400 [40:06<3:35:14, 38.21s/it]
Epoch 62 | KGC loss: 14.113748, DiffHEG loss 186.651849:  16%|█▌        | 63/400 [40:06<3:34:36, 38.21s/it]
Epoch 63 | KGC loss: 14.265206, DiffHEG loss 186.621304:  16%|█▌        | 63/400 [40:44<3:34:36, 38.21s/it]
Epoch 63 | KGC loss: 14.265206, DiffHEG loss 186.621304:  16%|█▌        | 64/400 [40:44<3:33:58, 38.21s/it]
Epoch 64 | KGC loss: 14.902088, DiffHEG loss 295.056254:  16%|█▌        | 64/400 [41:22<3:33:58, 38.21s/it]
Epoch 64 | KGC loss: 14.902088, DiffHEG loss 295.056254:  16%|█▋        | 65/400 [41:22<3:33:15, 38.20s/it]
Epoch 65 | KGC loss: 16.126991, DiffHEG loss 197.741468:  16%|█▋        | 65/400 [42:00<3:33:15, 38.20s/it]
Epoch 65 | KGC loss: 16.126991, DiffHEG loss 197.741468:  16%|█▋        | 66/400 [42:00<3:32:05, 38.10s/it]
Epoch 66 | KGC loss: 15.108257, DiffHEG loss 186.861578:  16%|█▋        | 66/400 [42:38<3:32:05, 38.10s/it]
