train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=DB15K | seed=2 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=legacy | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=False | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.0 | simulate_native_text_missing_rate=0.3 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Simulated native text missingness summary:
  requested_native_missing_rate: 30.0000%
  applied_native_missing_rate: 30.0031%
  available_text_before_simulation: 12842
  simulated_native_missing_text_entities: 3853
Embedding missingness summary:
  num_entities: 12842
  missing_text_count: 3853 (30.0031%)
  missing_image_count: 0 (0.0000%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=39 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=legacy | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 409.065457, DiffHEG loss 255.085032:   0%|          | 0/400 [00:38<?, ?it/s]
Epoch 0 | KGC loss: 409.065457, DiffHEG loss 255.085032:   0%|          | 1/400 [00:38<4:13:09, 38.07s/it]
Epoch 1 | KGC loss: 30.716665, DiffHEG loss 187.182107:   0%|          | 1/400 [01:16<4:13:09, 38.07s/it] 
Epoch 1 | KGC loss: 30.716665, DiffHEG loss 187.182107:   0%|          | 2/400 [01:16<4:12:47, 38.11s/it]
Epoch 2 | KGC loss: 20.275582, DiffHEG loss 186.763985:   0%|          | 2/400 [01:54<4:12:47, 38.11s/it]
Epoch 2 | KGC loss: 20.275582, DiffHEG loss 186.763985:   1%|          | 3/400 [01:54<4:12:29, 38.16s/it]
Epoch 3 | KGC loss: 16.578910, DiffHEG loss 186.777845:   1%|          | 3/400 [02:32<4:12:29, 38.16s/it]
Epoch 3 | KGC loss: 16.578910, DiffHEG loss 186.777845:   1%|          | 4/400 [02:32<4:11:57, 38.18s/it]
Epoch 4 | KGC loss: 14.705273, DiffHEG loss 186.791596:   1%|          | 4/400 [03:10<4:11:57, 38.18s/it]
Epoch 4 | KGC loss: 14.705273, DiffHEG loss 186.791596:   1%|▏         | 5/400 [03:10<4:11:23, 38.19s/it]
Epoch 5 | KGC loss: 13.951527, DiffHEG loss 186.801954:   1%|▏         | 5/400 [03:49<4:11:23, 38.19s/it]
Epoch 5 | KGC loss: 13.951527, DiffHEG loss 186.801954:   2%|▏         | 6/400 [03:49<4:10:48, 38.20s/it]
Epoch 6 | KGC loss: 13.322600, DiffHEG loss 186.823116:   2%|▏         | 6/400 [04:27<4:10:48, 38.20s/it]
Epoch 6 | KGC loss: 13.322600, DiffHEG loss 186.823116:   2%|▏         | 7/400 [04:27<4:10:12, 38.20s/it]
Epoch 29 | KGC loss: 13.970412, DiffHEG loss 186.833481:   8%|▊         | 30/400 [19:06<3:55:36, 38.21s/it]
Epoch 30 | KGC loss: 13.809354, DiffHEG loss 186.801600:   8%|▊         | 30/400 [19:44<3:55:36, 38.21s/it]
Epoch 30 | KGC loss: 13.809354, DiffHEG loss 186.801600:   8%|▊         | 31/400 [19:44<3:54:59, 38.21s/it]
Epoch 31 | KGC loss: 13.831438, DiffHEG loss 186.781450:   8%|▊         | 31/400 [20:22<3:54:59, 38.21s/it]
Epoch 31 | KGC loss: 13.831438, DiffHEG loss 186.781450:   8%|▊         | 32/400 [20:22<3:54:20, 38.21s/it]
Epoch 32 | KGC loss: 13.838998, DiffHEG loss 186.706708:   8%|▊         | 32/400 [21:00<3:54:20, 38.21s/it]
Epoch 32 | KGC loss: 13.838998, DiffHEG loss 186.706708:   8%|▊         | 33/400 [21:00<3:53:42, 38.21s/it]
Epoch 33 | KGC loss: 13.893641, DiffHEG loss 186.665934:   8%|▊         | 33/400 [21:38<3:53:42, 38.21s/it]
Epoch 33 | KGC loss: 13.893641, DiffHEG loss 186.665934:   8%|▊         | 34/400 [21:38<3:53:03, 38.21s/it]
Epoch 34 | KGC loss: 13.825338, DiffHEG loss 186.600899:   8%|▊         | 34/400 [22:17<3:53:03, 38.21s/it]
Epoch 34 | KGC loss: 13.825338, DiffHEG loss 186.600899:   9%|▉         | 35/400 [22:17<3:52:26, 38.21s/it]
Epoch 35 | KGC loss: 13.961317, DiffHEG loss 186.672722:   9%|▉         | 35/400 [22:55<3:52:26, 38.21s/it]
Epoch 35 | KGC loss: 13.961317, DiffHEG loss 186.672722:   9%|▉         | 36/400 [22:55<3:51:47, 38.21s/it]
Epoch 36 | KGC loss: 13.786665, DiffHEG loss 186.634403:   9%|▉         | 36/400 [23:33<3:51:47, 38.21s/it]
Epoch 36 | KGC loss: 13.786665, DiffHEG loss 186.634403:   9%|▉         | 37/400 [23:33<3:51:09, 38.21s/it]
Epoch 37 | KGC loss: 13.829627, DiffHEG loss 186.633376:   9%|▉         | 37/400 [24:11<3:51:09, 38.21s/it]
Epoch 37 | KGC loss: 13.829627, DiffHEG loss 186.633376:  10%|▉         | 38/400 [24:11<3:50:31, 38.21s/it]
Epoch 38 | KGC loss: 13.718060, DiffHEG loss 186.640541:  10%|▉         | 38/400 [24:49<3:50:31, 38.21s/it]
Epoch 38 | KGC loss: 13.718060, DiffHEG loss 186.640541:  10%|▉         | 39/400 [24:49<3:49:53, 38.21s/it]
Epoch 39 | KGC loss: 13.812116, DiffHEG loss 186.318006:  10%|▉         | 39/400 [25:28<3:49:53, 38.21s/it]
Epoch 39 | KGC loss: 13.812116, DiffHEG loss 186.318006:  10%|█         | 40/400 [25:28<3:49:14, 38.21s/it]
Epoch 40 | KGC loss: 13.691418, DiffHEG loss 188.818943:  10%|█         | 40/400 [26:06<3:49:14, 38.21s/it]
Epoch 40 | KGC loss: 13.691418, DiffHEG loss 188.818943:  10%|█         | 41/400 [26:06<3:48:35, 38.21s/it]
Epoch 41 | KGC loss: 13.759298, DiffHEG loss 186.971877:  10%|█         | 41/400 [26:44<3:48:35, 38.21s/it]
Epoch 41 | KGC loss: 13.759298, DiffHEG loss 186.971877:  10%|█         | 42/400 [26:44<3:47:42, 38.16s/it]
Epoch 42 | KGC loss: 13.718958, DiffHEG loss 186.709054:  10%|█         | 42/400 [27:22<3:47:42, 38.16s/it]
Epoch 42 | KGC loss: 13.718958, DiffHEG loss 186.709054:  11%|█         | 43/400 [27:22<3:46:50, 38.12s/it]
Epoch 43 | KGC loss: 13.828369, DiffHEG loss 186.704555:  11%|█         | 43/400 [28:00<3:46:50, 38.12s/it]
Epoch 43 | KGC loss: 13.828369, DiffHEG loss 186.704555:  11%|█         | 44/400 [28:00<3:45:55, 38.08s/it]
Epoch 44 | KGC loss: 13.695532, DiffHEG loss 186.720248:  11%|█         | 44/400 [28:38<3:45:55, 38.08s/it]
Epoch 44 | KGC loss: 13.695532, DiffHEG loss 186.720248:  11%|█▏        | 45/400 [28:38<3:45:16, 38.08s/it]
Epoch 45 | KGC loss: 13.672786, DiffHEG loss 186.709302:  11%|█▏        | 45/400 [29:16<3:45:16, 38.08s/it]
Epoch 45 | KGC loss: 13.672786, DiffHEG loss 186.709302:  12%|█▏        | 46/400 [29:16<3:44:31, 38.05s/it]
Epoch 46 | KGC loss: 13.522739, DiffHEG loss 186.724255:  12%|█▏        | 46/400 [29:54<3:44:31, 38.05s/it]
Epoch 46 | KGC loss: 13.522739, DiffHEG loss 186.724255:  12%|█▏        | 47/400 [29:54<3:43:54, 38.06s/it]
Epoch 47 | KGC loss: 13.601686, DiffHEG loss 186.701586:  12%|█▏        | 47/400 [30:32<3:43:54, 38.06s/it]
Epoch 47 | KGC loss: 13.601686, DiffHEG loss 186.701586:  12%|█▏        | 48/400 [30:32<3:43:10, 38.04s/it]
Epoch 48 | KGC loss: 13.525373, DiffHEG loss 186.717900:  12%|█▏        | 48/400 [31:10<3:43:10, 38.04s/it]
Epoch 48 | KGC loss: 13.525373, DiffHEG loss 186.717900:  12%|█▏        | 49/400 [31:10<3:42:42, 38.07s/it]
Epoch 49 | KGC loss: 13.557707, DiffHEG loss 186.698101:  12%|█▏        | 49/400 [31:48<3:42:42, 38.07s/it]
Epoch 49 | KGC loss: 13.557707, DiffHEG loss 186.698101:  12%|█▎        | 50/400 [31:48<3:41:56, 38.05s/it]
Epoch 50 | KGC loss: 13.525857, DiffHEG loss 186.704723:  12%|█▎        | 50/400 [32:26<3:41:56, 38.05s/it]
Epoch 50 | KGC loss: 13.525857, DiffHEG loss 186.704723:  13%|█▎        | 51/400 [32:26<3:41:20, 38.05s/it]
Epoch 51 | KGC loss: 13.504462, DiffHEG loss 186.711320:  13%|█▎        | 51/400 [33:04<3:41:20, 38.05s/it]
Epoch 51 | KGC loss: 13.504462, DiffHEG loss 186.711320:  13%|█▎        | 52/400 [33:04<3:40:46, 38.06s/it]
Epoch 52 | KGC loss: 13.548887, DiffHEG loss 186.708148:  13%|█▎        | 52/400 [33:42<3:40:46, 38.06s/it]
Epoch 52 | KGC loss: 13.548887, DiffHEG loss 186.708148:  13%|█▎        | 53/400 [33:42<3:40:05, 38.06s/it]
Epoch 53 | KGC loss: 13.458603, DiffHEG loss 186.709483:  13%|█▎        | 53/400 [34:20<3:40:05, 38.06s/it]
Epoch 53 | KGC loss: 13.458603, DiffHEG loss 186.709483:  14%|█▎        | 54/400 [34:20<3:39:17, 38.03s/it]
Epoch 54 | KGC loss: 13.363450, DiffHEG loss 186.715000:  14%|█▎        | 54/400 [34:58<3:39:17, 38.03s/it]
Epoch 54 | KGC loss: 13.363450, DiffHEG loss 186.715000:  14%|█▍        | 55/400 [34:58<3:38:40, 38.03s/it]
Epoch 55 | KGC loss: 13.566556, DiffHEG loss 186.708695:  14%|█▍        | 55/400 [35:36<3:38:40, 38.03s/it]
Epoch 55 | KGC loss: 13.566556, DiffHEG loss 186.708695:  14%|█▍        | 56/400 [35:36<3:38:04, 38.04s/it]
Epoch 56 | KGC loss: 13.384127, DiffHEG loss 186.701895:  14%|█▍        | 56/400 [36:14<3:38:04, 38.04s/it]
Epoch 56 | KGC loss: 13.384127, DiffHEG loss 186.701895:  14%|█▍        | 57/400 [36:14<3:37:23, 38.03s/it]
Epoch 57 | KGC loss: 13.352669, DiffHEG loss 186.683280:  14%|█▍        | 57/400 [36:52<3:37:23, 38.03s/it]
Epoch 57 | KGC loss: 13.352669, DiffHEG loss 186.683280:  14%|█▍        | 58/400 [36:52<3:36:44, 38.02s/it]
Epoch 58 | KGC loss: 13.254593, DiffHEG loss 186.714469:  14%|█▍        | 58/400 [37:30<3:36:44, 38.02s/it]
Epoch 58 | KGC loss: 13.254593, DiffHEG loss 186.714469:  15%|█▍        | 59/400 [37:30<3:36:09, 38.03s/it]
Epoch 59 | KGC loss: 13.329200, DiffHEG loss 186.705203:  15%|█▍        | 59/400 [38:09<3:36:09, 38.03s/it]
Epoch 59 | KGC loss: 13.329200, DiffHEG loss 186.705203:  15%|█▌        | 60/400 [38:09<3:35:34, 38.04s/it]
Epoch 60 | KGC loss: 13.210747, DiffHEG loss 186.716089:  15%|█▌        | 60/400 [38:47<3:35:34, 38.04s/it]
Epoch 60 | KGC loss: 13.210747, DiffHEG loss 186.716089:  15%|█▌        | 61/400 [38:47<3:34:59, 38.05s/it]
Epoch 61 | KGC loss: 13.231229, DiffHEG loss 186.701560:  15%|█▌        | 61/400 [39:25<3:34:59, 38.05s/it]
Epoch 61 | KGC loss: 13.231229, DiffHEG loss 186.701560:  16%|█▌        | 62/400 [39:25<3:34:22, 38.06s/it]
Epoch 62 | KGC loss: 13.087065, DiffHEG loss 186.703672:  16%|█▌        | 62/400 [40:03<3:34:22, 38.06s/it]
Epoch 62 | KGC loss: 13.087065, DiffHEG loss 186.703672:  16%|█▌        | 63/400 [40:03<3:33:43, 38.05s/it]
Epoch 63 | KGC loss: 13.183591, DiffHEG loss 186.708927:  16%|█▌        | 63/400 [40:41<3:33:43, 38.05s/it]
Epoch 63 | KGC loss: 13.183591, DiffHEG loss 186.708927:  16%|█▌        | 64/400 [40:41<3:33:08, 38.06s/it]
Epoch 64 | KGC loss: 13.110958, DiffHEG loss 186.702997:  16%|█▌        | 64/400 [41:19<3:33:08, 38.06s/it]
Epoch 64 | KGC loss: 13.110958, DiffHEG loss 186.702997:  16%|█▋        | 65/400 [41:19<3:32:24, 38.04s/it]
Epoch 65 | KGC loss: 13.118360, DiffHEG loss 186.704071:  16%|█▋        | 65/400 [41:57<3:32:24, 38.04s/it]
Epoch 65 | KGC loss: 13.118360, DiffHEG loss 186.704071:  16%|█▋        | 66/400 [41:57<3:31:56, 38.07s/it]
Epoch 66 | KGC loss: 13.012613, DiffHEG loss 186.711979:  16%|█▋        | 66/400 [42:35<3:31:56, 38.07s/it]
