method,entity_id,has_text,x1,x2,z_norm,beta_text
Zero Padding,238,0,-0.24171586334705353,-0.12338362634181976,0.4410560727119446,0.5268436074256897
Zero Padding,250,0,-0.3190852403640747,-0.002252856967970729,0.39467981457710266,0.559198260307312
Zero Padding,277,0,-0.26178520917892456,-0.07958052307367325,0.47055289149284363,0.3921337425708771
Zero Padding,280,0,-0.2664334177970886,0.1679951399564743,0.43715256452560425,0.5443016886711121
Zero Padding,285,0,-0.2984369099140167,0.019039886072278023,0.4483020007610321,0.5529054403305054
Zero Padding,304,0,-0.28089991211891174,-0.12861034274101257,0.4502100646495819,0.550076425075531
Zero Padding,308,0,-0.24473343789577484,-0.0011087418533861637,0.4291311204433441,0.5217947959899902
Zero Padding,309,0,-0.26838961243629456,0.032908156514167786,0.4360293447971344,0.5327440500259399
Zero Padding,318,0,-0.1932331770658493,-0.012411448173224926,0.42886561155319214,0.5181092619895935
Zero Padding,327,0,-0.24144133925437927,0.12273692339658737,0.3963214159011841,0.5327532887458801
Zero Padding,328,0,-0.17793947458267212,0.013040071353316307,0.4356921315193176,0.5089133977890015
Zero Padding,335,0,-0.24584895372390747,-0.009846651926636696,0.4317917227745056,0.5279596447944641
Zero Padding,342,0,-0.27374234795570374,-0.05494849383831024,0.4646383821964264,0.5508824586868286
Zero Padding,343,0,-0.21522298455238342,0.017830057069659233,0.4448260962963104,0.5209951400756836
Zero Padding,347,0,-0.2749941349029541,-0.04186445474624634,0.4165149927139282,0.5434334874153137
Zero Padding,356,0,-0.20037806034088135,-0.15453338623046875,0.4485708177089691,0.5155260562896729
Zero Padding,361,0,-0.21816414594650269,0.040882788598537445,0.43068456649780273,0.5147227644920349
Zero Padding,363,0,-0.2731790542602539,-0.12173640727996826,0.43121758103370667,0.5487569570541382
Zero Padding,377,0,-0.2553800642490387,0.16263741254806519,0.4075944125652313,0.5327157378196716
Zero Padding,392,0,-0.2628573179244995,0.004384624306112528,0.4617373049259186,0.5330731272697449
Zero Padding,398,0,-0.316758394241333,-0.08224356174468994,0.48013246059417725,0.5510329008102417
Zero Padding,420,0,-0.24090957641601562,0.016803938895463943,0.47387367486953735,0.5276457667350769
Zero Padding,426,0,-0.2469784915447235,-0.19957661628723145,0.45668473839759827,0.5490365624427795
Zero Padding,427,0,-0.19184955954551697,-0.11837968975305557,0.42206573486328125,0.5118669867515564
Zero Padding,435,0,-0.06081053242087364,-0.03084353171288967,0.4727936089038849,0.46394461393356323
Zero Padding,443,0,-0.22746875882148743,-0.1732412874698639,0.4768456518650055,0.5238752365112305
Zero Padding,448,0,-0.28421393036842346,0.13510209321975708,0.41796255111694336,0.5492656230926514
Zero Padding,449,0,-0.1870262324810028,-0.03267138451337814,0.42341792583465576,0.5246514081954956
Zero Padding,451,0,-0.21945710480213165,-0.17899036407470703,0.45765402913093567,0.5215684771537781
Zero Padding,463,0,-0.024495089426636696,-0.05935852229595184,0.45637401938438416,0.4412318170070648
Zero Padding,484,0,-0.2616986930370331,0.22165647149085999,0.4381296634674072,0.5520361065864563
Zero Padding,500,0,-0.2927915155887604,-0.122042216360569,0.4343019425868988,0.5598222613334656
Zero Padding,514,0,-0.22332797944545746,0.026994599029421806,0.4268496036529541,0.523735761642456
Zero Padding,547,0,-0.23409010469913483,-0.14775396883487701,0.47178593277931213,0.5306150913238525
Zero Padding,559,0,-0.24480856955051422,-0.1785506010055542,0.5062984228134155,0.43350186944007874
Zero Padding,564,0,-0.2172802984714508,0.015093406662344933,0.4141997992992401,0.5123858451843262
Zero Padding,567,0,-0.17779654264450073,-0.1032000333070755,0.4799090027809143,0.5066418647766113
Zero Padding,568,0,-0.2071172147989273,-0.009965041652321815,0.49906277656555176,0.512632429599762
Zero Padding,591,0,-0.27537909150123596,-0.046122726052999496,0.4589097499847412,0.5279273390769958
Zero Padding,595,0,-0.2647742033004761,0.15503022074699402,0.4427418112754822,0.5353650450706482
Zero Padding,601,0,-0.2646051049232483,0.11461704969406128,0.4706229567527771,0.5223800539970398
Zero Padding,603,0,-0.31185150146484375,-0.09751176089048386,0.4685930013656616,0.574049711227417
Zero Padding,606,0,-0.19187821447849274,-0.029294218868017197,0.4643755853176117,0.5121369957923889
Zero Padding,610,0,-0.10105063021183014,-0.1575331687927246,0.47219929099082947,0.4744959771633148
Zero Padding,612,0,-0.2538984715938568,0.009454947896301746,0.4534461498260498,0.5358114838600159
Zero Padding,613,0,-0.27385687828063965,0.1585177332162857,0.45022204518318176,0.5218554735183716
Zero Padding,615,0,-0.20147883892059326,0.13142424821853638,0.396467387676239,0.5189169645309448
Zero Padding,619,0,-0.29577457904815674,0.1664939820766449,0.3981783390045166,0.5536786913871765
Zero Padding,627,0,-0.23491469025611877,0.033097945153713226,0.4442386031150818,0.5160685777664185
Zero Padding,629,0,-0.30608487129211426,0.006434963084757328,0.4319736659526825,0.5460245609283447
Zero Padding,634,0,-0.31281575560569763,0.05305270478129387,0.459835022687912,0.5640809535980225
Zero Padding,642,0,-0.1991431564092636,0.20328977704048157,0.40867963433265686,0.5137289762496948
Zero Padding,667,0,-0.21014991402626038,0.14328934252262115,0.40533652901649475,0.5170243978500366
Zero Padding,668,0,-0.2744467556476593,0.03051638975739479,0.4662233889102936,0.5583362579345703
Zero Padding,669,0,-0.2808574140071869,0.18666565418243408,0.45960184931755066,0.5455628633499146
Zero Padding,682,0,-0.30091774463653564,-0.06936217844486237,0.40871429443359375,0.566628098487854
Zero Padding,686,0,-0.2371026873588562,-0.027532506734132767,0.39935675263404846,0.5298991203308105
Zero Padding,735,0,-0.27294448018074036,0.14920882880687714,0.41690340638160706,0.5470278859138489
Zero Padding,739,0,-0.24130573868751526,-0.10160662978887558,0.4399493932723999,0.5419714450836182
Zero Padding,770,0,-0.280993789434433,-0.032282084226608276,0.4464006721973419,0.5533127188682556
Zero Padding,774,0,-0.276183158159256,-0.011647355742752552,0.47125256061553955,0.544617235660553
Zero Padding,794,0,-0.251526802778244,-0.17595498263835907,0.4783807694911957,0.3705238699913025
Zero Padding,799,0,-0.29726237058639526,-0.08210107684135437,0.4788004159927368,0.5644288659095764
Zero Padding,816,0,-0.2838667035102844,-0.12140917778015137,0.43418559432029724,0.5530995726585388
Zero Padding,817,0,-0.22537247836589813,-0.1493123173713684,0.4532319903373718,0.5331258773803711
Zero Padding,827,0,-0.18293964862823486,-0.11566963791847229,0.48550745844841003,0.4600949287414551
Zero Padding,831,0,-0.26636365056037903,-0.05255956947803497,0.43779614567756653,0.5412876009941101
Zero Padding,839,0,-0.3022003173828125,-0.06517503410577774,0.447258323431015,0.5550974607467651
Zero Padding,841,0,-0.4205304682254791,-0.12706203758716583,0.5450366735458374,0.42403095960617065
Zero Padding,843,0,-0.13663464784622192,-0.020443974062800407,0.453788161277771,0.4631422162055969
Zero Padding,856,0,-0.24525046348571777,0.23348140716552734,0.43716102838516235,0.534320592880249
Zero Padding,862,0,-0.24827039241790771,0.008021133951842785,0.439031720161438,0.5379183888435364
Zero Padding,868,0,-0.2537136673927307,0.12533695995807648,0.4097554683685303,0.5399392247200012
Zero Padding,876,0,-0.22456924617290497,0.021748322993516922,0.42254072427749634,0.5313642621040344
Zero Padding,878,0,0.09184053540229797,-0.07334073632955551,0.468642920255661,0.40752390027046204
Zero Padding,883,0,-0.023426685482263565,-0.04222165420651436,0.4541579484939575,0.4362354576587677
Zero Padding,884,0,-0.27934086322784424,-0.02754678763449192,0.4294198751449585,0.5550014972686768
Zero Padding,891,0,-0.21427135169506073,0.03145744651556015,0.4384555220603943,0.5201546549797058
Zero Padding,893,0,-0.1841336339712143,0.024567319080233574,0.5081816911697388,0.49305492639541626
Zero Padding,898,0,-0.2757346034049988,-0.025062168017029762,0.4262559711933136,0.5351357460021973
Zero Padding,900,0,-0.29707059264183044,-0.14519654214382172,0.49065250158309937,0.3809182345867157
Zero Padding,904,0,-0.3367343246936798,-0.12169778347015381,0.4594111442565918,0.5594902634620667
Zero Padding,911,0,-0.28404945135116577,-0.01111587043851614,0.4325920343399048,0.5439106225967407
Zero Padding,916,0,-0.123634472489357,0.04173426330089569,0.44192254543304443,0.4788840711116791
Zero Padding,922,0,-0.25802701711654663,0.22211167216300964,0.43397390842437744,0.5322939157485962
Zero Padding,923,0,-0.23289012908935547,0.16776560246944427,0.3983307182788849,0.526141345500946
Zero Padding,939,0,-0.38007840514183044,-0.05892448127269745,0.4348136782646179,0.6022377610206604
Zero Padding,941,0,-0.2586089074611664,0.1574738621711731,0.39293748140335083,0.5395153164863586
Zero Padding,946,0,-0.28208351135253906,-0.05364216864109039,0.4644259810447693,0.567310631275177
Zero Padding,952,0,-0.23916038870811462,0.07205618917942047,0.4849778115749359,0.5060314536094666
Zero Padding,968,0,-0.23956802487373352,-0.024847403168678284,0.4573369026184082,0.5402421355247498
Zero Padding,989,0,-0.27317166328430176,-0.044447124004364014,0.4394737184047699,0.5341717600822449
Zero Padding,991,0,-0.21902933716773987,-0.04081641882658005,0.4592231810092926,0.5359356999397278
Zero Padding,1004,0,-0.2863786816596985,-0.14438080787658691,0.4215048849582672,0.5574713945388794
Zero Padding,1005,0,-0.2888105511665344,-0.12219628691673279,0.43492433428764343,0.5405977964401245
Zero Padding,1012,0,-0.21782836318016052,-0.026264984160661697,0.3879132866859436,0.5331053137779236
Zero Padding,1030,0,-0.28532761335372925,-0.10569880157709122,0.4589039981365204,0.5484530925750732
Zero Padding,1054,0,-0.2168235182762146,-0.08765537291765213,0.4370672404766083,0.5051990747451782
Zero Padding,1059,0,-0.2202398031949997,-0.11076156049966812,0.4399927854537964,0.5155014991760254
Zero Padding,1060,0,-0.2030971646308899,-0.029210463166236877,0.40931040048599243,0.5195876359939575
Zero Padding,1066,0,-0.28276216983795166,-0.09765549749135971,0.3860445022583008,0.5721254348754883
Zero Padding,1068,0,-0.05969090387225151,-0.02658488228917122,0.4517458975315094,0.4495646357536316
Zero Padding,1073,0,-0.2564704716205597,0.19228295981884003,0.48798635601997375,0.5404165387153625
Zero Padding,1077,0,-0.24697105586528778,-0.056527622044086456,0.4300009608268738,0.5289195775985718
Zero Padding,1078,0,-0.252764493227005,-0.025461891666054726,0.43523141741752625,0.5262144804000854
Zero Padding,1082,0,-0.204350084066391,-0.16491082310676575,0.4776572585105896,0.5245271325111389
Zero Padding,1089,0,-0.24366655945777893,-0.04512656107544899,0.3762974441051483,0.5325570702552795
Zero Padding,1101,0,-0.2707606554031372,0.12631183862686157,0.416536808013916,0.5446771383285522
Zero Padding,1104,0,-0.32027512788772583,-0.18588024377822876,0.42539164423942566,0.5672177076339722
Zero Padding,1110,0,-0.28221938014030457,-0.1177653968334198,0.4016363024711609,0.5451653599739075
Zero Padding,1116,0,-0.12443521618843079,0.04172885790467262,0.4424428939819336,0.47811973094940186
Zero Padding,1128,0,-0.2378123551607132,-0.10493502020835876,0.4451558589935303,0.5289377570152283
Zero Padding,1132,0,-0.2595059275627136,0.04900743439793587,0.40541648864746094,0.5317456126213074
Zero Padding,1140,0,-0.43532487750053406,0.02087302878499031,0.41982904076576233,0.6284598112106323
Zero Padding,1141,0,-0.4386891722679138,-0.05430951714515686,0.4189487397670746,0.62293541431427
Zero Padding,1143,0,-0.2535649240016937,0.2041797786951065,0.4211776554584503,0.5333082675933838
Zero Padding,1151,0,-0.2097528874874115,-0.1218099296092987,0.3856237828731537,0.5210264325141907
Zero Padding,1156,0,-0.20354148745536804,-0.11505357176065445,0.46021518111228943,0.5280475616455078
Zero Padding,1165,0,-0.2478865683078766,0.04664120450615883,0.4247129261493683,0.5333002805709839
Zero Padding,1171,0,-0.32114377617836,-0.05032123625278473,0.44374510645866394,0.5429079532623291
Zero Padding,1188,0,-0.23195187747478485,-0.09323413670063019,0.4396483600139618,0.5291378498077393
Zero Padding,1190,0,-0.2375844269990921,-0.02006828971207142,0.39591601490974426,0.5350940823554993
Zero Padding,1191,0,-0.463786780834198,-0.0243381317704916,0.42508935928344727,0.6612728834152222
Zero Padding,1192,0,-0.4641246199607849,-0.02292080968618393,0.4263918697834015,0.6637871861457825
Zero Padding,1196,0,-0.2502118945121765,0.06210114061832428,0.4499414265155792,0.5327664017677307
Zero Padding,1199,0,-0.26722240447998047,-0.04940754920244217,0.44866639375686646,0.5507004857063293
Zero Padding,1200,0,-0.25558218359947205,0.15686292946338654,0.42133960127830505,0.5403083562850952
Zero Padding,1201,0,-0.2845298945903778,0.0004705963656306267,0.43667447566986084,0.5520403385162354
Zero Padding,1202,0,-0.2944978177547455,0.11298704892396927,0.45317527651786804,0.5591995120048523
Zero Padding,1206,0,-0.32635220885276794,-0.003748683724552393,0.4871760606765747,0.39239272475242615
Zero Padding,1224,0,-0.2801339626312256,0.042924050241708755,0.44418612122535706,0.562448263168335
Zero Padding,1225,0,-0.3689172565937042,-0.11712194979190826,0.5056741237640381,0.5879516005516052
Zero Padding,1229,0,-0.2409343123435974,-0.1432068645954132,0.4465802013874054,0.5251182913780212
Zero Padding,1236,0,-0.2468797266483307,-0.08635853230953217,0.4527614116668701,0.5134419202804565
Zero Padding,1246,0,-0.22649365663528442,-0.03405976668000221,0.45279937982559204,0.5163235068321228
Zero Padding,1249,0,-0.2957584261894226,0.05229613557457924,0.4109915792942047,0.5584814548492432
Zero Padding,1251,0,-0.2675379812717438,-0.028804104775190353,0.4797176122665405,0.5465147495269775
Zero Padding,1261,0,-0.2993369698524475,-0.051286593079566956,0.5145023465156555,0.5661434531211853
Zero Padding,1274,0,-0.44419729709625244,-0.009486762806773186,0.37346258759498596,0.6724344491958618
Zero Padding,1277,0,-0.3404594361782074,-0.08743460476398468,0.47336938977241516,0.5724143981933594
Zero Padding,1278,0,-0.3144649565219879,-0.07322201877832413,0.4688399136066437,0.5633339285850525
Zero Padding,1281,0,-0.24402108788490295,0.2222435474395752,0.44067075848579407,0.5338154435157776
Zero Padding,1285,0,-0.1983327567577362,-0.03600173071026802,0.38323572278022766,0.5233033895492554
Zero Padding,1289,0,-0.2511425018310547,-0.03301358222961426,0.42144930362701416,0.5316440463066101
Zero Padding,1296,0,-0.18217423558235168,-0.12553827464580536,0.42134594917297363,0.5095798969268799
Zero Padding,1297,0,-0.2246568500995636,-0.048702530562877655,0.44292697310447693,0.5261271595954895
Zero Padding,1303,0,-0.21670031547546387,-0.16610920429229736,0.4476247727870941,0.44980305433273315
Zero Padding,1304,0,-0.174178346991539,0.015955569222569466,0.46096688508987427,0.4994960129261017
Zero Padding,1316,0,-0.23456913232803345,-0.010167074389755726,0.43636444211006165,0.5021299719810486
Zero Padding,1317,0,-0.2025902420282364,-0.058366142213344574,0.43317943811416626,0.48932385444641113
Zero Padding,1343,0,-0.18398916721343994,-0.050376832485198975,0.4771294593811035,0.5022575855255127
Zero Padding,1346,0,-0.21393506228923798,0.2186761200428009,0.39500775933265686,0.5195625424385071
Zero Padding,1359,0,-0.21201393008232117,0.21570274233818054,0.44382143020629883,0.5225716829299927
Zero Padding,1360,0,-0.2545037567615509,-0.15314006805419922,0.4436397850513458,0.5459397435188293
Zero Padding,1363,0,-0.1997225135564804,-0.031050700694322586,0.4644027352333069,0.509516179561615
Zero Padding,1382,0,-0.2748030722141266,-0.1441052407026291,0.42762815952301025,0.550873875617981
Zero Padding,1405,0,-0.17123597860336304,-0.0021746335551142693,0.43123337626457214,0.4919506907463074
Zero Padding,1411,0,-0.2321823388338089,0.007888900116086006,0.41113051772117615,0.5319943428039551
Zero Padding,1432,0,-0.25950130820274353,-0.12860529124736786,0.41103431582450867,0.5423765778541565
Zero Padding,1447,0,-0.1971305012702942,0.06768899410963058,0.4572511315345764,0.515860915184021
Zero Padding,1465,0,-0.16445977985858917,0.07498721033334732,0.46401292085647583,0.5035609602928162
Zero Padding,1468,0,-0.3100239932537079,-0.12039215862751007,0.5063021183013916,0.541795015335083
Zero Padding,1482,0,-0.1964559555053711,-0.032278433442115784,0.45602360367774963,0.3496994078159332
Zero Padding,1486,0,-0.2943865954875946,-0.0449143685400486,0.4546201527118683,0.5485303401947021
Zero Padding,1487,0,-0.24740412831306458,-0.1961294263601303,0.3924814462661743,0.5410295724868774
Zero Padding,1504,0,-0.3589538335800171,-0.13220259547233582,0.46526142954826355,0.5801213979721069
Zero Padding,1513,0,-0.3078794777393341,-0.07338268309831619,0.36087489128112793,0.5730707049369812
Zero Padding,1514,0,-0.24475303292274475,-0.1313418298959732,0.4668911397457123,0.5288984179496765
Zero Padding,1516,0,-0.26094353199005127,0.10575006157159805,0.40886572003364563,0.5380868911743164
Zero Padding,1517,0,-0.2181365042924881,0.023522818461060524,0.4471719563007355,0.5186811089515686
Zero Padding,1532,0,-0.37053385376930237,-0.12803839147090912,0.44365304708480835,0.5221413969993591
Zero Padding,1535,0,-0.23927511274814606,-0.1366923302412033,0.4558688998222351,0.5376313924789429
Zero Padding,1541,0,-0.33842572569847107,-0.017020773142576218,0.42768394947052,0.5857349038124084
Zero Padding,1553,0,-0.26094186305999756,0.13343198597431183,0.4228697419166565,0.5473552346229553
Zero Padding,1570,0,-0.22337017953395844,-0.09041783213615417,0.45157259702682495,0.5323050618171692
Zero Padding,1579,0,-0.27075254917144775,0.1272794008255005,0.46894407272338867,0.5564820766448975
Zero Padding,1583,0,-0.4811452627182007,-0.034477658569812775,0.418281227350235,0.7181774973869324
Zero Padding,1584,0,-0.2856321632862091,-0.07447835057973862,0.370233952999115,0.5515027046203613
Zero Padding,1587,0,-0.34525203704833984,-0.04448946565389633,0.5117911100387573,0.604464590549469
Zero Padding,1595,0,-0.1990438997745514,-0.04890396445989609,0.42017367482185364,0.5250723958015442
Zero Padding,1611,0,-0.2699553966522217,-0.06057468056678772,0.495357871055603,0.5564917325973511
Zero Padding,1623,0,-0.2627640962600708,0.1112869381904602,0.43840473890304565,0.5474960803985596
Zero Padding,1624,0,-0.2461628019809723,0.04055272415280342,0.45420971512794495,0.5223201513290405
Zero Padding,1633,0,-0.2712162137031555,0.136539027094841,0.41077157855033875,0.5489854216575623
Zero Padding,1650,0,-0.22197449207305908,-0.0069977715611457825,0.3721136748790741,0.5239757895469666
Zero Padding,1653,0,-0.30168846249580383,-0.04823562875390053,0.45789164304733276,0.5661887526512146
Zero Padding,1662,0,-0.26948368549346924,-0.09141881763935089,0.47271740436553955,0.369285523891449
Zero Padding,1663,0,-0.24541215598583221,-0.04248183220624924,0.40696531534194946,0.53666090965271
Zero Padding,1670,0,-0.26271432638168335,-0.0274643674492836,0.4651262164115906,0.5493255853652954
Zero Padding,1675,0,-0.2890039384365082,-0.028085364028811455,0.36314672231674194,0.5706950426101685
Zero Padding,1676,0,-0.22094710171222687,0.039557717740535736,0.4417165219783783,0.5223785042762756
Zero Padding,1677,0,-0.23404955863952637,0.2184315323829651,0.4673883020877838,0.5210723280906677
Zero Padding,1678,0,-0.19497734308242798,-0.053721215575933456,0.4360171854496002,0.5150023102760315
Zero Padding,1683,0,-0.2549104690551758,-0.11006300151348114,0.473427414894104,0.4187738597393036
Zero Padding,1691,0,-0.22866199910640717,-0.07403351366519928,0.47114965319633484,0.5182709097862244
Zero Padding,1704,0,-0.2436944842338562,-0.13333316147327423,0.4815245568752289,0.5278847217559814
Zero Padding,1709,0,0.06084147095680237,-0.0018961289897561073,0.4517539143562317,0.4214576482772827
Zero Padding,1713,0,-0.2773128151893616,0.20269422233104706,0.4480738937854767,0.5457309484481812
Zero Padding,1716,0,-0.26486504077911377,0.18139612674713135,0.4126395285129547,0.5405393838882446
Zero Padding,1722,0,-0.24855417013168335,0.0010953983291983604,0.45334088802337646,0.5441854596138
Zero Padding,1723,0,-0.2984853982925415,0.22350859642028809,0.45656874775886536,0.5637134313583374
Zero Padding,1727,0,-0.4532116651535034,-0.024338683113455772,0.4541800320148468,0.49045413732528687
Zero Padding,1729,0,-0.22669515013694763,-0.17353594303131104,0.44176480174064636,0.525337815284729
Zero Padding,1758,0,-0.24882228672504425,-0.06077359616756439,0.3999401032924652,0.5355005860328674
Zero Padding,1766,0,-0.38251808285713196,0.11010339856147766,0.4345989525318146,0.6201089024543762
Zero Padding,1769,0,-0.2609451115131378,-0.08074210584163666,0.45637431740760803,0.5468711853027344
Zero Padding,1772,0,-0.25846102833747864,0.07251594215631485,0.430112361907959,0.5350191593170166
Zero Padding,1775,0,-0.37473759055137634,-0.15152180194854736,0.4753734767436981,0.5836105346679688
Zero Padding,1777,0,-0.21263673901557922,-0.027961784973740578,0.44343289732933044,0.532364010810852
Zero Padding,1781,0,-0.21947035193443298,-0.16784434020519257,0.4850759506225586,0.5398772358894348
Zero Padding,1784,0,-0.3015652298927307,0.021735932677984238,0.44833672046661377,0.5582614541053772
Zero Padding,1790,0,-0.31636399030685425,-0.10029233992099762,0.4966532289981842,0.5649292469024658
Zero Padding,1791,0,-0.24840563535690308,-0.027064286172389984,0.449664831161499,0.5446256995201111
Zero Padding,1814,0,-0.2954707443714142,0.04849148914217949,0.4481886625289917,0.5555131435394287
Zero Padding,1820,0,-0.26208698749542236,-0.09559593349695206,0.4414316713809967,0.5327199101448059
Zero Padding,1825,0,-0.2528001368045807,0.1590074747800827,0.4847494959831238,0.5515804886817932
Zero Padding,1841,0,-0.24300841987133026,0.19937807321548462,0.3912644684314728,0.5366945862770081
Zero Padding,1847,0,-0.22281330823898315,0.030140206217765808,0.4378944933414459,0.5275956392288208
Zero Padding,1859,0,-0.2649361789226532,0.20820491015911102,0.4534817337989807,0.5410142540931702
Zero Padding,1860,0,-0.2459774911403656,-0.16879568994045258,0.459286630153656,0.5354499220848083
Zero Padding,1870,0,-0.29066240787506104,-0.02066705748438835,0.45592764019966125,0.5538909435272217
Zero Padding,1871,0,-0.02873774990439415,-0.06094156205654144,0.469385027885437,0.44256025552749634
Zero Padding,1872,0,-0.03925039991736412,-0.00382058322429657,0.4716838002204895,0.44588562846183777
Zero Padding,1890,0,-0.3680797219276428,-0.06195779889822006,0.4500527083873749,0.6004450917243958
Zero Padding,1897,0,-0.23184850811958313,-0.017906583845615387,0.4088474214076996,0.5268115401268005
Zero Padding,1904,0,-0.21643073856830597,-0.047740206122398376,0.35200896859169006,0.5180867314338684
Zero Padding,1928,0,-0.20310500264167786,-0.005002609454095364,0.41776594519615173,0.5135351419448853
Zero Padding,1930,0,-0.17301060259342194,-0.16895800828933716,0.4940289855003357,0.5065905451774597
Zero Padding,1943,0,-0.2393351048231125,-0.03649035096168518,0.42934444546699524,0.5411921143531799
Zero Padding,1969,0,-0.24080367386341095,-0.17023444175720215,0.40811967849731445,0.5309777855873108
Zero Padding,1979,0,-0.2737142741680145,0.014774849638342857,0.4355979263782501,0.5344842672348022
Zero Padding,1980,0,-0.2720261216163635,0.12969031929969788,0.41217684745788574,0.5351132154464722
Zero Padding,1981,0,-0.2605406641960144,0.12632130086421967,0.40494322776794434,0.5394352078437805
Zero Padding,1993,0,-0.4788373112678528,-0.05337586998939514,0.5010497570037842,0.4587927460670471
Zero Padding,1994,0,-0.4509829878807068,-0.06928301602602005,0.4776819050312042,0.6421904563903809
Zero Padding,1998,0,-0.23214000463485718,0.12544341385364532,0.4292486310005188,0.5234719514846802
Zero Padding,2006,0,-0.22917786240577698,-0.02286699041724205,0.4392563998699188,0.5322792530059814
Zero Padding,2010,0,-0.21653924882411957,-0.14717164635658264,0.4601973593235016,0.5138781070709229
Zero Padding,2019,0,-0.21491602063179016,-0.03918847069144249,0.46132901310920715,0.5289363861083984
Zero Padding,2020,0,-0.2562364637851715,0.16721181571483612,0.418692946434021,0.5531103014945984
Zero Padding,2027,0,-0.14281374216079712,-0.1272803097963333,0.442219614982605,0.49138858914375305
Zero Padding,2037,0,-0.2701675593852997,0.05293074622750282,0.5042296648025513,0.5436702370643616
Zero Padding,2055,0,-0.23170915246009827,0.2507316768169403,0.38820400834083557,0.5290390849113464
Zero Padding,2067,0,-0.28309547901153564,-0.08891570568084717,0.5008062720298767,0.3713552951812744
Zero Padding,2069,0,-0.23462951183319092,0.22198984026908875,0.4350653886795044,0.525490939617157
Zero Padding,2073,0,-0.3004351258277893,0.07991720736026764,0.433971107006073,0.5483161807060242
Zero Padding,2083,0,-0.27507561445236206,-0.11710086464881897,0.4769095480442047,0.5574567914009094
Zero Padding,2115,0,-0.22736750543117523,-0.0324743278324604,0.414935827255249,0.5275692939758301
Zero Padding,2121,0,-0.24605216085910797,-0.009550733491778374,0.43733176589012146,0.5312709212303162
Zero Padding,2133,0,-0.30368679761886597,-0.030108992010354996,0.5030196309089661,0.547306478023529
