train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=MKG-W | seed=0 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=legacy | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=False | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.3 | simulate_native_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Injected text missingness summary:
  requested_additional_missing_rate: 30.0000%
  applied_additional_missing_rate: 30.0021%
  available_text_before_injection: 14149
  additionally_masked_text_entities: 4245
Embedding missingness summary:
  num_entities: 15000
  missing_text_count: 5096 (33.9733%)
  missing_image_count: 537 (3.5800%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=17 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=legacy | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 380.165840, DiffHEG loss 127.710613:   0%|          | 0/400 [00:15<?, ?it/s]
Epoch 0 | KGC loss: 380.165840, DiffHEG loss 127.710613:   0%|          | 1/400 [00:15<1:41:12, 15.22s/it]
Epoch 1 | KGC loss: 14.281333, DiffHEG loss 84.090314:   0%|          | 1/400 [00:30<1:41:12, 15.22s/it]  
Epoch 1 | KGC loss: 14.281333, DiffHEG loss 84.090314:   0%|          | 2/400 [00:30<1:39:57, 15.07s/it]
Epoch 2 | KGC loss: 8.083641, DiffHEG loss 81.796136:   0%|          | 2/400 [00:45<1:39:57, 15.07s/it] 
Epoch 2 | KGC loss: 8.083641, DiffHEG loss 81.796136:   1%|          | 3/400 [00:45<1:39:26, 15.03s/it]
Epoch 3 | KGC loss: 5.585921, DiffHEG loss 81.494062:   1%|          | 3/400 [01:00<1:39:26, 15.03s/it]
Epoch 3 | KGC loss: 5.585921, DiffHEG loss 81.494062:   1%|          | 4/400 [01:00<1:38:59, 15.00s/it]
Epoch 4 | KGC loss: 4.123675, DiffHEG loss 81.684198:   1%|          | 4/400 [01:15<1:38:59, 15.00s/it]
Epoch 4 | KGC loss: 4.123675, DiffHEG loss 81.684198:   1%|▏         | 5/400 [01:15<1:38:40, 14.99s/it]
Epoch 5 | KGC loss: 3.484796, DiffHEG loss 81.485490:   1%|▏         | 5/400 [01:30<1:38:40, 14.99s/it]
Epoch 5 | KGC loss: 3.484796, DiffHEG loss 81.485490:   2%|▏         | 6/400 [01:30<1:38:23, 14.98s/it]
Epoch 6 | KGC loss: 2.958862, DiffHEG loss 81.556163:   2%|▏         | 6/400 [01:45<1:38:23, 14.98s/it]
Epoch 6 | KGC loss: 2.958862, DiffHEG loss 81.556163:   2%|▏         | 7/400 [01:45<1:38:08, 14.98s/it]
Epoch 29 | KGC loss: 1.888279, DiffHEG loss 81.451729:   8%|▊         | 30/400 [07:29<1:32:17, 14.97s/it]
Epoch 30 | KGC loss: 1.846908, DiffHEG loss 81.432400:   8%|▊         | 30/400 [07:44<1:32:17, 14.97s/it]
Epoch 30 | KGC loss: 1.846908, DiffHEG loss 81.432400:   8%|▊         | 31/400 [07:44<1:32:06, 14.98s/it]
Epoch 31 | KGC loss: 1.906605, DiffHEG loss 81.446189:   8%|▊         | 31/400 [07:59<1:32:06, 14.98s/it]
Epoch 31 | KGC loss: 1.906605, DiffHEG loss 81.446189:   8%|▊         | 32/400 [07:59<1:31:52, 14.98s/it]
Epoch 32 | KGC loss: 1.869375, DiffHEG loss 81.454638:   8%|▊         | 32/400 [08:14<1:31:52, 14.98s/it]
Epoch 32 | KGC loss: 1.869375, DiffHEG loss 81.454638:   8%|▊         | 33/400 [08:14<1:31:38, 14.98s/it]
Epoch 33 | KGC loss: 1.906429, DiffHEG loss 81.431849:   8%|▊         | 33/400 [08:29<1:31:38, 14.98s/it]
Epoch 33 | KGC loss: 1.906429, DiffHEG loss 81.431849:   8%|▊         | 34/400 [08:29<1:31:22, 14.98s/it]
Epoch 34 | KGC loss: 1.850091, DiffHEG loss 81.869247:   8%|▊         | 34/400 [08:44<1:31:22, 14.98s/it]
Epoch 34 | KGC loss: 1.850091, DiffHEG loss 81.869247:   9%|▉         | 35/400 [08:44<1:31:05, 14.97s/it]
Epoch 35 | KGC loss: 1.893923, DiffHEG loss 81.485255:   9%|▉         | 35/400 [08:59<1:31:05, 14.97s/it]
Epoch 35 | KGC loss: 1.893923, DiffHEG loss 81.485255:   9%|▉         | 36/400 [08:59<1:30:49, 14.97s/it]
Epoch 36 | KGC loss: 1.838584, DiffHEG loss 81.445217:   9%|▉         | 36/400 [09:14<1:30:49, 14.97s/it]
Epoch 36 | KGC loss: 1.838584, DiffHEG loss 81.445217:   9%|▉         | 37/400 [09:14<1:30:33, 14.97s/it]
Epoch 37 | KGC loss: 1.858945, DiffHEG loss 81.432609:   9%|▉         | 37/400 [09:29<1:30:33, 14.97s/it]
Epoch 37 | KGC loss: 1.858945, DiffHEG loss 81.432609:  10%|▉         | 38/400 [09:29<1:30:19, 14.97s/it]
Epoch 38 | KGC loss: 1.819643, DiffHEG loss 81.438017:  10%|▉         | 38/400 [09:44<1:30:19, 14.97s/it]
Epoch 38 | KGC loss: 1.819643, DiffHEG loss 81.438017:  10%|▉         | 39/400 [09:44<1:30:05, 14.97s/it]
Epoch 39 | KGC loss: 1.865404, DiffHEG loss 81.435153:  10%|▉         | 39/400 [09:59<1:30:05, 14.97s/it]
Epoch 39 | KGC loss: 1.865404, DiffHEG loss 81.435153:  10%|█         | 40/400 [09:59<1:29:48, 14.97s/it]
Epoch 40 | KGC loss: 1.842012, DiffHEG loss 81.424706:  10%|█         | 40/400 [10:14<1:29:48, 14.97s/it]
Epoch 40 | KGC loss: 1.842012, DiffHEG loss 81.424706:  10%|█         | 41/400 [10:14<1:29:34, 14.97s/it]
Epoch 41 | KGC loss: 1.873555, DiffHEG loss 81.430299:  10%|█         | 41/400 [10:29<1:29:34, 14.97s/it]
Epoch 41 | KGC loss: 1.873555, DiffHEG loss 81.430299:  10%|█         | 42/400 [10:29<1:29:20, 14.97s/it]
Epoch 42 | KGC loss: 1.819810, DiffHEG loss 81.413425:  10%|█         | 42/400 [10:44<1:29:20, 14.97s/it]
Epoch 42 | KGC loss: 1.819810, DiffHEG loss 81.413425:  11%|█         | 43/400 [10:44<1:29:06, 14.98s/it]
Epoch 43 | KGC loss: 1.864788, DiffHEG loss 81.418322:  11%|█         | 43/400 [10:59<1:29:06, 14.98s/it]
Epoch 43 | KGC loss: 1.864788, DiffHEG loss 81.418322:  11%|█         | 44/400 [10:59<1:28:54, 14.98s/it]
Epoch 44 | KGC loss: 1.812710, DiffHEG loss 81.423438:  11%|█         | 44/400 [11:14<1:28:54, 14.98s/it]
Epoch 44 | KGC loss: 1.812710, DiffHEG loss 81.423438:  11%|█▏        | 45/400 [11:14<1:28:40, 14.99s/it]
Epoch 45 | KGC loss: 1.844863, DiffHEG loss 81.400273:  11%|█▏        | 45/400 [11:28<1:28:40, 14.99s/it]
Epoch 45 | KGC loss: 1.844863, DiffHEG loss 81.400273:  12%|█▏        | 46/400 [11:28<1:28:25, 14.99s/it]
Epoch 46 | KGC loss: 1.821272, DiffHEG loss 81.378541:  12%|█▏        | 46/400 [11:43<1:28:25, 14.99s/it]
Epoch 46 | KGC loss: 1.821272, DiffHEG loss 81.378541:  12%|█▏        | 47/400 [11:43<1:28:10, 14.99s/it]
Epoch 47 | KGC loss: 1.858698, DiffHEG loss 81.437149:  12%|█▏        | 47/400 [11:58<1:28:10, 14.99s/it]
Epoch 47 | KGC loss: 1.858698, DiffHEG loss 81.437149:  12%|█▏        | 48/400 [11:58<1:27:57, 14.99s/it]
Epoch 48 | KGC loss: 1.826037, DiffHEG loss 81.630002:  12%|█▏        | 48/400 [12:13<1:27:57, 14.99s/it]
Epoch 48 | KGC loss: 1.826037, DiffHEG loss 81.630002:  12%|█▏        | 49/400 [12:13<1:27:40, 14.99s/it]
Epoch 49 | KGC loss: 1.872003, DiffHEG loss 81.439433:  12%|█▏        | 49/400 [12:28<1:27:40, 14.99s/it]
Epoch 49 | KGC loss: 1.872003, DiffHEG loss 81.439433:  12%|█▎        | 50/400 [12:28<1:27:26, 14.99s/it]
Epoch 50 | KGC loss: 1.811701, DiffHEG loss 81.424679:  12%|█▎        | 50/400 [12:43<1:27:26, 14.99s/it]
Epoch 50 | KGC loss: 1.811701, DiffHEG loss 81.424679:  13%|█▎        | 51/400 [12:43<1:27:07, 14.98s/it]
Epoch 51 | KGC loss: 1.834571, DiffHEG loss 81.429946:  13%|█▎        | 51/400 [12:58<1:27:07, 14.98s/it]
Epoch 51 | KGC loss: 1.834571, DiffHEG loss 81.429946:  13%|█▎        | 52/400 [12:58<1:26:52, 14.98s/it]
Epoch 52 | KGC loss: 1.813942, DiffHEG loss 81.424724:  13%|█▎        | 52/400 [13:13<1:26:52, 14.98s/it]
Epoch 52 | KGC loss: 1.813942, DiffHEG loss 81.424724:  13%|█▎        | 53/400 [13:13<1:26:34, 14.97s/it]
Epoch 53 | KGC loss: 1.851740, DiffHEG loss 81.407635:  13%|█▎        | 53/400 [13:28<1:26:34, 14.97s/it]
Epoch 53 | KGC loss: 1.851740, DiffHEG loss 81.407635:  14%|█▎        | 54/400 [13:28<1:26:20, 14.97s/it]
Epoch 54 | KGC loss: 1.814731, DiffHEG loss 81.400832:  14%|█▎        | 54/400 [13:43<1:26:20, 14.97s/it]
Epoch 54 | KGC loss: 1.814731, DiffHEG loss 81.400832:  14%|█▍        | 55/400 [13:43<1:26:05, 14.97s/it]
Epoch 55 | KGC loss: 1.845155, DiffHEG loss 81.413760:  14%|█▍        | 55/400 [13:58<1:26:05, 14.97s/it]
Epoch 55 | KGC loss: 1.845155, DiffHEG loss 81.413760:  14%|█▍        | 56/400 [13:58<1:25:50, 14.97s/it]
Epoch 56 | KGC loss: 1.814035, DiffHEG loss 81.403221:  14%|█▍        | 56/400 [14:13<1:25:50, 14.97s/it]
Epoch 56 | KGC loss: 1.814035, DiffHEG loss 81.403221:  14%|█▍        | 57/400 [14:13<1:25:34, 14.97s/it]
Epoch 57 | KGC loss: 1.867443, DiffHEG loss 81.388243:  14%|█▍        | 57/400 [14:28<1:25:34, 14.97s/it]
Epoch 57 | KGC loss: 1.867443, DiffHEG loss 81.388243:  14%|█▍        | 58/400 [14:28<1:25:19, 14.97s/it]
Epoch 58 | KGC loss: 1.826711, DiffHEG loss 81.381203:  14%|█▍        | 58/400 [14:43<1:25:19, 14.97s/it]
Epoch 58 | KGC loss: 1.826711, DiffHEG loss 81.381203:  15%|█▍        | 59/400 [14:43<1:25:04, 14.97s/it]
Epoch 59 | KGC loss: 1.844264, DiffHEG loss 81.362983:  15%|█▍        | 59/400 [14:58<1:25:04, 14.97s/it]
Epoch 59 | KGC loss: 1.844264, DiffHEG loss 81.362983:  15%|█▌        | 60/400 [14:58<1:24:52, 14.98s/it]
Epoch 60 | KGC loss: 1.819478, DiffHEG loss 81.549651:  15%|█▌        | 60/400 [15:13<1:24:52, 14.98s/it]
Epoch 60 | KGC loss: 1.819478, DiffHEG loss 81.549651:  15%|█▌        | 61/400 [15:13<1:24:36, 14.98s/it]
Epoch 61 | KGC loss: 1.849396, DiffHEG loss 84.674621:  15%|█▌        | 61/400 [15:28<1:24:36, 14.98s/it]
Epoch 61 | KGC loss: 1.849396, DiffHEG loss 84.674621:  16%|█▌        | 62/400 [15:28<1:24:13, 14.95s/it]
Epoch 62 | KGC loss: 1.813694, DiffHEG loss 81.876927:  16%|█▌        | 62/400 [15:43<1:24:13, 14.95s/it]
Epoch 62 | KGC loss: 1.813694, DiffHEG loss 81.876927:  16%|█▌        | 63/400 [15:43<1:23:52, 14.93s/it]
Epoch 63 | KGC loss: 1.836022, DiffHEG loss 81.440744:  16%|█▌        | 63/400 [15:58<1:23:52, 14.93s/it]
Epoch 63 | KGC loss: 1.836022, DiffHEG loss 81.440744:  16%|█▌        | 64/400 [15:58<1:23:31, 14.91s/it]
Epoch 64 | KGC loss: 1.793638, DiffHEG loss 81.407951:  16%|█▌        | 64/400 [16:13<1:23:31, 14.91s/it]
Epoch 64 | KGC loss: 1.793638, DiffHEG loss 81.407951:  16%|█▋        | 65/400 [16:13<1:23:12, 14.90s/it]
Epoch 65 | KGC loss: 1.830067, DiffHEG loss 81.391983:  16%|█▋        | 65/400 [16:28<1:23:12, 14.90s/it]
Epoch 65 | KGC loss: 1.830067, DiffHEG loss 81.391983:  16%|█▋        | 66/400 [16:28<1:22:57, 14.90s/it]
Epoch 66 | KGC loss: 1.810847, DiffHEG loss 81.389755:  16%|█▋        | 66/400 [16:42<1:22:57, 14.90s/it]
