train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=MKG-Y | seed=0 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=legacy | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=False | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.3 | simulate_native_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Injected text missingness summary:
  requested_additional_missing_rate: 30.0000%
  applied_additional_missing_rate: 30.0016%
  available_text_before_injection: 12316
  additionally_masked_text_entities: 3695
Embedding missingness summary:
  num_entities: 15000
  missing_text_count: 6379 (42.5267%)
  missing_image_count: 756 (5.0400%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=10 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=legacy | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 266.744097, DiffHEG loss 89.085552:   0%|          | 0/400 [00:09<?, ?it/s]
Epoch 0 | KGC loss: 266.744097, DiffHEG loss 89.085552:   0%|          | 1/400 [00:09<1:00:20,  9.07s/it]
Epoch 1 | KGC loss: 12.076657, DiffHEG loss 61.240208:   0%|          | 1/400 [00:17<1:00:20,  9.07s/it] 
Epoch 1 | KGC loss: 12.076657, DiffHEG loss 61.240208:   0%|          | 2/400 [00:17<59:12,  8.92s/it]  
Epoch 2 | KGC loss: 6.560883, DiffHEG loss 50.978052:   0%|          | 2/400 [00:26<59:12,  8.92s/it] 
Epoch 2 | KGC loss: 6.560883, DiffHEG loss 50.978052:   1%|          | 3/400 [00:26<58:43,  8.87s/it]
Epoch 3 | KGC loss: 4.460864, DiffHEG loss 48.566378:   1%|          | 3/400 [00:35<58:43,  8.87s/it]
Epoch 3 | KGC loss: 4.460864, DiffHEG loss 48.566378:   1%|          | 4/400 [00:35<58:24,  8.85s/it]
Epoch 4 | KGC loss: 3.163742, DiffHEG loss 48.099630:   1%|          | 4/400 [00:44<58:24,  8.85s/it]
Epoch 4 | KGC loss: 3.163742, DiffHEG loss 48.099630:   1%|▏         | 5/400 [00:44<58:08,  8.83s/it]
Epoch 5 | KGC loss: 2.357577, DiffHEG loss 47.960120:   1%|▏         | 5/400 [00:53<58:08,  8.83s/it]
Epoch 5 | KGC loss: 2.357577, DiffHEG loss 47.960120:   2%|▏         | 6/400 [00:53<57:57,  8.83s/it]
Epoch 6 | KGC loss: 1.820281, DiffHEG loss 47.911051:   2%|▏         | 6/400 [01:01<57:57,  8.83s/it]
Epoch 6 | KGC loss: 1.820281, DiffHEG loss 47.911051:   2%|▏         | 7/400 [01:01<57:46,  8.82s/it]
Epoch 30 | KGC loss: 0.426259, DiffHEG loss 47.903537:   8%|▊         | 30/400 [04:33<54:18,  8.81s/it]
Epoch 30 | KGC loss: 0.426259, DiffHEG loss 47.903537:   8%|▊         | 31/400 [04:33<54:10,  8.81s/it]
Epoch 31 | KGC loss: 0.423617, DiffHEG loss 47.904775:   8%|▊         | 31/400 [04:42<54:10,  8.81s/it]
Epoch 31 | KGC loss: 0.423617, DiffHEG loss 47.904775:   8%|▊         | 32/400 [04:42<54:03,  8.82s/it]
Epoch 32 | KGC loss: 0.415033, DiffHEG loss 47.893962:   8%|▊         | 32/400 [04:51<54:03,  8.82s/it]
Epoch 32 | KGC loss: 0.415033, DiffHEG loss 47.893962:   8%|▊         | 33/400 [04:51<53:55,  8.82s/it]
Epoch 33 | KGC loss: 0.418627, DiffHEG loss 47.896014:   8%|▊         | 33/400 [04:59<53:55,  8.82s/it]
Epoch 33 | KGC loss: 0.418627, DiffHEG loss 47.896014:   8%|▊         | 34/400 [04:59<53:45,  8.81s/it]
Epoch 34 | KGC loss: 0.409182, DiffHEG loss 47.903338:   8%|▊         | 34/400 [05:08<53:45,  8.81s/it]
Epoch 34 | KGC loss: 0.409182, DiffHEG loss 47.903338:   9%|▉         | 35/400 [05:08<53:37,  8.81s/it]
Epoch 35 | KGC loss: 0.404538, DiffHEG loss 47.903607:   9%|▉         | 35/400 [05:17<53:37,  8.81s/it]
Epoch 35 | KGC loss: 0.404538, DiffHEG loss 47.903607:   9%|▉         | 36/400 [05:17<53:28,  8.81s/it]
Epoch 36 | KGC loss: 0.411239, DiffHEG loss 47.896466:   9%|▉         | 36/400 [05:26<53:28,  8.81s/it]
Epoch 36 | KGC loss: 0.411239, DiffHEG loss 47.896466:   9%|▉         | 37/400 [05:26<53:19,  8.82s/it]
Epoch 37 | KGC loss: 0.413333, DiffHEG loss 47.895965:   9%|▉         | 37/400 [05:35<53:19,  8.82s/it]
Epoch 37 | KGC loss: 0.413333, DiffHEG loss 47.895965:  10%|▉         | 38/400 [05:35<53:11,  8.82s/it]
Epoch 38 | KGC loss: 0.403870, DiffHEG loss 47.897452:  10%|▉         | 38/400 [05:43<53:11,  8.82s/it]
Epoch 38 | KGC loss: 0.403870, DiffHEG loss 47.897452:  10%|▉         | 39/400 [05:43<53:02,  8.81s/it]
Epoch 39 | KGC loss: 0.403087, DiffHEG loss 47.902697:  10%|▉         | 39/400 [05:52<53:02,  8.81s/it]
Epoch 39 | KGC loss: 0.403087, DiffHEG loss 47.902697:  10%|█         | 40/400 [05:52<52:52,  8.81s/it]
Epoch 40 | KGC loss: 0.407299, DiffHEG loss 47.898049:  10%|█         | 40/400 [06:01<52:52,  8.81s/it]
Epoch 40 | KGC loss: 0.407299, DiffHEG loss 47.898049:  10%|█         | 41/400 [06:01<52:45,  8.82s/it]
Epoch 41 | KGC loss: 0.409979, DiffHEG loss 47.894319:  10%|█         | 41/400 [06:10<52:45,  8.82s/it]
Epoch 41 | KGC loss: 0.409979, DiffHEG loss 47.894319:  10%|█         | 42/400 [06:10<52:36,  8.82s/it]
Epoch 42 | KGC loss: 0.410856, DiffHEG loss 47.905652:  10%|█         | 42/400 [06:19<52:36,  8.82s/it]
Epoch 42 | KGC loss: 0.410856, DiffHEG loss 47.905652:  11%|█         | 43/400 [06:19<52:28,  8.82s/it]
Epoch 43 | KGC loss: 0.405960, DiffHEG loss 47.896803:  11%|█         | 43/400 [06:27<52:28,  8.82s/it]
Epoch 43 | KGC loss: 0.405960, DiffHEG loss 47.896803:  11%|█         | 44/400 [06:27<52:19,  8.82s/it]
Epoch 44 | KGC loss: 0.402845, DiffHEG loss 47.899798:  11%|█         | 44/400 [06:36<52:19,  8.82s/it]
Epoch 44 | KGC loss: 0.402845, DiffHEG loss 47.899798:  11%|█▏        | 45/400 [06:36<52:10,  8.82s/it]
Epoch 45 | KGC loss: 0.401607, DiffHEG loss 47.911163:  11%|█▏        | 45/400 [06:45<52:10,  8.82s/it]
Epoch 45 | KGC loss: 0.401607, DiffHEG loss 47.911163:  12%|█▏        | 46/400 [06:45<52:02,  8.82s/it]
Epoch 46 | KGC loss: 0.405329, DiffHEG loss 47.897869:  12%|█▏        | 46/400 [06:54<52:02,  8.82s/it]
Epoch 46 | KGC loss: 0.405329, DiffHEG loss 47.897869:  12%|█▏        | 47/400 [06:54<51:53,  8.82s/it]
Epoch 47 | KGC loss: 0.401737, DiffHEG loss 47.907547:  12%|█▏        | 47/400 [07:03<51:53,  8.82s/it]
Epoch 47 | KGC loss: 0.401737, DiffHEG loss 47.907547:  12%|█▏        | 48/400 [07:03<51:45,  8.82s/it]
Epoch 48 | KGC loss: 0.418831, DiffHEG loss 47.896635:  12%|█▏        | 48/400 [07:12<51:45,  8.82s/it]
Epoch 48 | KGC loss: 0.418831, DiffHEG loss 47.896635:  12%|█▏        | 49/400 [07:12<51:37,  8.82s/it]
Epoch 49 | KGC loss: 0.408290, DiffHEG loss 47.904793:  12%|█▏        | 49/400 [07:20<51:37,  8.82s/it]
Epoch 49 | KGC loss: 0.408290, DiffHEG loss 47.904793:  12%|█▎        | 50/400 [07:20<51:28,  8.82s/it]
Epoch 50 | KGC loss: 0.415595, DiffHEG loss 47.901474:  12%|█▎        | 50/400 [07:29<51:28,  8.82s/it]
Epoch 50 | KGC loss: 0.415595, DiffHEG loss 47.901474:  13%|█▎        | 51/400 [07:29<51:18,  8.82s/it]
Epoch 51 | KGC loss: 0.429605, DiffHEG loss 47.893496:  13%|█▎        | 51/400 [07:38<51:18,  8.82s/it]
Epoch 51 | KGC loss: 0.429605, DiffHEG loss 47.893496:  13%|█▎        | 52/400 [07:38<51:09,  8.82s/it]
Epoch 52 | KGC loss: 0.420245, DiffHEG loss 47.890894:  13%|█▎        | 52/400 [07:47<51:09,  8.82s/it]
Epoch 52 | KGC loss: 0.420245, DiffHEG loss 47.890894:  13%|█▎        | 53/400 [07:47<51:02,  8.82s/it]
Epoch 53 | KGC loss: 0.418182, DiffHEG loss 47.903347:  13%|█▎        | 53/400 [07:56<51:02,  8.82s/it]
Epoch 53 | KGC loss: 0.418182, DiffHEG loss 47.903347:  14%|█▎        | 54/400 [07:56<50:53,  8.83s/it]
Epoch 54 | KGC loss: 0.424043, DiffHEG loss 47.896580:  14%|█▎        | 54/400 [08:05<50:53,  8.83s/it]
Epoch 54 | KGC loss: 0.424043, DiffHEG loss 47.896580:  14%|█▍        | 55/400 [08:05<50:44,  8.83s/it]
Epoch 55 | KGC loss: 0.429050, DiffHEG loss 47.903309:  14%|█▍        | 55/400 [08:13<50:44,  8.83s/it]
Epoch 55 | KGC loss: 0.429050, DiffHEG loss 47.903309:  14%|█▍        | 56/400 [08:13<50:36,  8.83s/it]
Epoch 56 | KGC loss: 0.430673, DiffHEG loss 48.035671:  14%|█▍        | 56/400 [08:22<50:36,  8.83s/it]
Epoch 56 | KGC loss: 0.430673, DiffHEG loss 48.035671:  14%|█▍        | 57/400 [08:22<50:26,  8.82s/it]
Epoch 57 | KGC loss: 0.433680, DiffHEG loss 47.968829:  14%|█▍        | 57/400 [08:31<50:26,  8.82s/it]
Epoch 57 | KGC loss: 0.433680, DiffHEG loss 47.968829:  14%|█▍        | 58/400 [08:31<50:16,  8.82s/it]
Epoch 58 | KGC loss: 0.431564, DiffHEG loss 47.919853:  14%|█▍        | 58/400 [08:40<50:16,  8.82s/it]
Epoch 58 | KGC loss: 0.431564, DiffHEG loss 47.919853:  15%|█▍        | 59/400 [08:40<50:07,  8.82s/it]
Epoch 59 | KGC loss: 0.445755, DiffHEG loss 47.904294:  15%|█▍        | 59/400 [08:49<50:07,  8.82s/it]
Epoch 59 | KGC loss: 0.445755, DiffHEG loss 47.904294:  15%|█▌        | 60/400 [08:49<49:58,  8.82s/it]
Epoch 60 | KGC loss: 0.428187, DiffHEG loss 47.901943:  15%|█▌        | 60/400 [08:57<49:58,  8.82s/it]
Epoch 60 | KGC loss: 0.428187, DiffHEG loss 47.901943:  15%|█▌        | 61/400 [08:57<49:48,  8.82s/it]
Epoch 61 | KGC loss: 0.429778, DiffHEG loss 47.894951:  15%|█▌        | 61/400 [09:06<49:48,  8.82s/it]
Epoch 61 | KGC loss: 0.429778, DiffHEG loss 47.894951:  16%|█▌        | 62/400 [09:06<49:39,  8.82s/it]
Epoch 62 | KGC loss: 0.430912, DiffHEG loss 47.888710:  16%|█▌        | 62/400 [09:15<49:39,  8.82s/it]
Epoch 62 | KGC loss: 0.430912, DiffHEG loss 47.888710:  16%|█▌        | 63/400 [09:15<49:30,  8.81s/it]
Epoch 63 | KGC loss: 0.430544, DiffHEG loss 47.887010:  16%|█▌        | 63/400 [09:24<49:30,  8.81s/it]
Epoch 63 | KGC loss: 0.430544, DiffHEG loss 47.887010:  16%|█▌        | 64/400 [09:24<49:21,  8.82s/it]
Epoch 64 | KGC loss: 0.430872, DiffHEG loss 47.891026:  16%|█▌        | 64/400 [09:33<49:21,  8.82s/it]
Epoch 64 | KGC loss: 0.430872, DiffHEG loss 47.891026:  16%|█▋        | 65/400 [09:33<49:13,  8.82s/it]
Epoch 65 | KGC loss: 0.446315, DiffHEG loss 47.885769:  16%|█▋        | 65/400 [09:42<49:13,  8.82s/it]
Epoch 65 | KGC loss: 0.446315, DiffHEG loss 47.885769:  16%|█▋        | 66/400 [09:42<49:05,  8.82s/it]
Epoch 66 | KGC loss: 0.437044, DiffHEG loss 47.881613:  16%|█▋        | 66/400 [09:50<49:05,  8.82s/it]
Epoch 66 | KGC loss: 0.437044, DiffHEG loss 47.881613:  17%|█▋        | 67/400 [09:50<48:58,  8.82s/it]
Epoch 67 | KGC loss: 0.450943, DiffHEG loss 47.878361:  17%|█▋        | 67/400 [09:59<48:58,  8.82s/it]
Epoch 67 | KGC loss: 0.450943, DiffHEG loss 47.878361:  17%|█▋        | 68/400 [09:59<48:48,  8.82s/it]
Epoch 68 | KGC loss: 0.450443, DiffHEG loss 47.915061:  17%|█▋        | 68/400 [10:08<48:48,  8.82s/it]
